category_id,original_name,normalized_name,level_5,level_3,level_4,normalized_uom,price,remove_flag
14,Image Cash Letter Item Transit,Cash Image Capture,Image services,Banking,Treasury Services,per service,0.08711,No
14,Image Cash Letter Item Transit,Cash Image Capture,Image services,Banking,Treasury Services,per service,0.0872,No
14,Image Cash Letter Item Transit,Cash Image Capture,Image services,Banking,Treasury Services,per service,0.10041,No
14,Image Cash Letter Item Transit,Cash Image Capture,Image services,Banking,Treasury Services,per service,0.1004,No
14,CASH PROCESSING,Cash Processing,Lockbox,Banking,Treasury Services,per service,11,No
14,Cash Processing Fee        ,Cash Processing,Lockbox,Banking,Treasury Services,per service,0.08,No
14,CASH VAULT DEPOSITS,Cash Vault Deposit,Lockbox,Banking,Treasury Services,per service,1,No
14,CASH VAULT MONTHLY MAINT 1 LOC,Cash Vault Maintenance,Account Services,Banking,Treasury Services,per service,16,No
14,CASH VAULT SERVICES,Cash Vault Services,Lockbox,Banking,Treasury Services,per service,,No
14,CASH VAULT TRANS RECAP RPT FAX,Cash Vault Trans Recap Report Fax,Depository Services,Banking,Treasury Services,per service,150,No
14,WF CHK CASHED FOR NONACCT HOLDER,Cashed Check - Non-Account Holder,Disbursement/Payment Services,Banking,Treasury Services,per service,7.5,No
14,CONT DISB CASHED CHECK FLOAT FEE,Cashed Check Controlled Disbursement Float Fee,Disbursement/Payment Services,Banking,Treasury Services,per service,0,No
14,Cashier Checks,Cashier Check,Depository Services,Banking,Treasury Services,per service,10,No
14,CASHPRO ARP REPORTS,CashPro ARP Report,Account Reconciliation,Banking,Treasury Services,per service,25,No
14,CASHPRO ARP REPORTS ,CashPro ARP Report,Account Reconciliation,Banking,Treasury Services,per service,25,No
14,CASHPRO BILLPAY SUBSCRIPTION,CashPro BillPay Subscription,EDI,Banking,Treasury Services,per service,0,No
14,CASHPRO BILLPAY SUBSCRIPTION ,CashPro BillPay Subscription,EDI,Banking,Treasury Services,per service,0,No
14,CASHPRO CHECK MGMT INQUIRY ,CashPro Check Management Inquiry,Account Services,Banking,Treasury Services,per service,0,No
14,CASHPRO CONNECT CDR ACCT,CashPro Connect CDR Account,Account Services,Banking,Treasury Services,per service,40,No
14,CASHPRO CONNECT CDR ACCT ,CashPro Connect CDR Account,Account Services,Banking,Treasury Services,per service,24.96,No
14,CASHPRO CONNECT CDR ACCT ,CashPro Connect CDR Account,Account Services,Banking,Treasury Services,per service,25,No
14,CASHPRO CONNECT CDR ACCT ,CashPro Connect CDR Account,Account Services,Banking,Treasury Services,per service,25.11,No
14,CASHPRO CONNECT CDR ACCT ,CashPro Connect CDR Account,Account Services,Banking,Treasury Services,per service,25.29,No
14,CASHPRO CONNECT CDR ACCT ,CashPro Connect CDR Account,Account Services,Banking,Treasury Services,per service,40,No
14,CASHPRO CONNECT CDR ITEM,CashPro Connect CDR Item,Account Services,Banking,Treasury Services,per service,0.15,No
14,CASHPRO CONNECT CDR ITEM ,CashPro Connect CDR Item,Account Services,Banking,Treasury Services,per service,0.15,No
14,CASHPRO CONNECT CKC PRNT,CashPro Connect Check Print,EDI,Banking,Treasury Services,per service,1,No
14,CASHPRO CONNECT CKC PRNT ,CashPro Connect Check Print,EDI,Banking,Treasury Services,per service,1,No
14,CASHPRO CONNECT CKC PRNT AD PG,CashPro Connect Check Print AD PG,EDI,Banking,Treasury Services,per service,0.18,No
14,CASHPRO CONNECT CKC PRNT AD PG ,CashPro Connect Check Print AD PG,EDI,Banking,Treasury Services,per service,0.18,No
14,CASHPRO CONNECT CKC PRNT PRGRM ,CashPro Connect Check Print Monthly Program Fee,Account Services,Banking,Treasury Services,per service,175,No
14,CASHPRO CONNECT CKC PRNT PULL,CashPro Connect Check Print Pull,EDI,Banking,Treasury Services,per service,20,No
14,CASHPRO CONNECT CKC PRNT PULL ,CashPro Connect Check Print Pull,EDI,Banking,Treasury Services,per service,20,No
14,CASHPRO CONNECT PMTS MAINT,CashPro Connect Payments Maintenance,Account Services,Banking,Treasury Services,per service,250,No
14,CASHPRO CONNECT PMTS MAINT ,CashPro Connect Payments Maintenance,Account Services,Banking,Treasury Services,per service,250,No
14,CASHPRO CONNECT PMTS PER FILE,CashPro Connect Payments Per File,EDI,Banking,Treasury Services,per service,6,No
14,CASHPRO CONNECT PMTS PER FILE ,CashPro Connect Payments Per File,EDI,Banking,Treasury Services,per service,6,No
14,CASHPRO CONNECT PMTS PER ITEM,CashPro Connect Payments Per Ittem,EDI,Banking,Treasury Services,per service,0.2,No
14,CASHPRO CONNECT PMTS PER ITEM ,CashPro Connect Payments Per Ittem,EDI,Banking,Treasury Services,per service,0.2,No
14,CASHPRO CONNECT PDR ACCT,CashPro Connect PDR Account,Wire Services,Banking,Treasury Services,per service,40,No
14,CASHPRO CONNECT PDR ACCT ,CashPro Connect PDR Account,Wire Services,Banking,Treasury Services,per service,24.96,No
14,CASHPRO CONNECT PDR ACCT ,CashPro Connect PDR Account,Wire Services,Banking,Treasury Services,per service,25,No
14,CASHPRO CONNECT PDR ACCT ,CashPro Connect PDR Account,Wire Services,Banking,Treasury Services,per service,25.11,No
14,CASHPRO CONNECT PDR ACCT ,CashPro Connect PDR Account,Wire Services,Banking,Treasury Services,per service,25.29,No
14,CASHPRO CONNECT PDR ACCT ,CashPro Connect PDR Account,Wire Services,Banking,Treasury Services,per service,40,No
14,CASHPRO CONNECT PDR ITEM,CashPro Connect PDR Item,Wire Services,Banking,Treasury Services,per service,0.1,No
14,CASHPRO CONNECT PDR ITEM ,CashPro Connect PDR Item,Wire Services,Banking,Treasury Services,per service,0.1,No
14,CASHPRO CONNECT REC INVOICES,Cashpro Connect Rec Invoices,EDI,Banking,Treasury Services,per service,0.25,No
14,CASHPRO CONNECT REC INVOICES ,Cashpro Connect Rec Invoices,EDI,Banking,Treasury Services,per service,0.25,No
14,CASHPRO CONNECT REC ITEMS,Cashpro Connect Rec Items,EDI,Banking,Treasury Services,per service,0.25,No
14,CASHPRO CONNECT REC ITEMS ,Cashpro Connect Rec Items,EDI,Banking,Treasury Services,per service,0.25,No
14,CASHPRO CONNECT REC MAINT,CashPro Connect Rec Maintenance,Account Services,Banking,Treasury Services,per service,29,No
14,CASHPRO CONNECT REC MAINT ,CashPro Connect Rec Maintenance,Account Services,Banking,Treasury Services,per service,29,No
14,CASHPRO CONNECT REC TRAN MAINT,CashPro Connect Rec Tran Maintenance,Account Services,Banking,Treasury Services,per service,150,No
14,CASHPRO CONNECT REC TRAN MAINT ,CashPro Connect Rec Tran Maintenance,Account Services,Banking,Treasury Services,per service,150,No
14,CASHPRO GP ACCTS ENTITLED,CashPro GP Accounts Entitled,Wire Services,Banking,Treasury Services,per service,0,No
14,CASHPRO GP ACCTS ENTITLED ,CashPro GP Accounts Entitled,Wire Services,Banking,Treasury Services,per service,0,No
14,CASHPRO GP CUST MNT TMPLT STRG,CashPro GP Cust MNT TMPLT STRG,Wire Services,Banking,Treasury Services,per service,0.36,No
14,CASHPRO GP CUST MNT TMPLT STRG ,CashPro GP Cust MNT TMPLT STRG,Wire Services,Banking,Treasury Services,per service,0.36,No
14,CASHPRO ONLINE CDR ACCOUNT,CashPro Online CDR Account,Account Services,Banking,Treasury Services,per service,20,No
14,CASHPRO ONLINE CDR ACCOUNT ,CashPro Online CDR Account,Account Services,Banking,Treasury Services,per service,19.96,No
14,CASHPRO ONLINE CDR ACCOUNT ,CashPro Online CDR Account,Account Services,Banking,Treasury Services,per service,20,No
14,CASHPRO ONLINE CDR ACCOUNT ,CashPro Online CDR Account,Account Services,Banking,Treasury Services,per service,20.24,No
14,CASHPRO ONLINE CDR ACCOUNT ,CashPro Online CDR Account,Account Services,Banking,Treasury Services,per service,20.32,No
14,CASHPRO ONLINE CDR ACCOUNT ,CashPro Online CDR Account,Account Services,Banking,Treasury Services,per service,20.36,No
14,CASHPRO ONLINE CDR ACCOUNT ,CashPro Online CDR Account,Account Services,Banking,Treasury Services,per service,20.46,No
14,CASHPRO ONLINE CDR ACCOUNT ,CashPro Online CDR Account,Account Services,Banking,Treasury Services,per service,24.96,No
14,CASHPRO ONLINE CDR ACCOUNT ,CashPro Online CDR Account,Account Services,Banking,Treasury Services,per service,25,No
14,CASHPRO ONLINE CDR ACCOUNT ,CashPro Online CDR Account,Account Services,Banking,Treasury Services,per service,25.29,No
14,CASHPRO ONLINE CDR ACCOUNT ,CashPro Online CDR Account,Account Services,Banking,Treasury Services,per service,75.3,No
14,CASHPRO ONLINE CDR ITEM,CashPro Online CDR Item,Account Services,Banking,Treasury Services,per service,0.11,No
14,CASHPRO ONLINE CDR ITEM ,CashPro Online CDR Item,Account Services,Banking,Treasury Services,per service,0.079794521,No
14,CASHPRO ONLINE CDR ITEM ,CashPro Online CDR Item,Account Services,Banking,Treasury Services,per service,0.0798,No
14,CASHPRO ONLINE CDR ITEM ,CashPro Online CDR Item,Account Services,Banking,Treasury Services,per service,0.079814815,No
14,CASHPRO ONLINE CDR ITEM ,CashPro Online CDR Item,Account Services,Banking,Treasury Services,per service,0.079852632,No
14,CASHPRO ONLINE CDR ITEM ,CashPro Online CDR Item,Account Services,Banking,Treasury Services,per service,0.079859155,No
14,CASHPRO ONLINE CDR ITEM ,CashPro Online CDR Item,Account Services,Banking,Treasury Services,per service,0.08,No
14,CASHPRO ONLINE CDR ITEM ,CashPro Online CDR Item,Account Services,Banking,Treasury Services,per service,0.11,No
14,CASHPRO ONLINE PDR ACCOUNT,CashPro Online PDR Account,Wire Services,Banking,Treasury Services,per service,20,No
14,CASHPRO ONLINE PDR ACCOUNT ,CashPro Online PDR Account,Wire Services,Banking,Treasury Services,per service,19.96,No
14,CASHPRO ONLINE PDR ACCOUNT ,CashPro Online PDR Account,Wire Services,Banking,Treasury Services,per service,20,No
14,CASHPRO ONLINE PDR ACCOUNT ,CashPro Online PDR Account,Wire Services,Banking,Treasury Services,per service,20.24,No
14,CASHPRO ONLINE PDR ACCOUNT ,CashPro Online PDR Account,Wire Services,Banking,Treasury Services,per service,20.32,No
14,CASHPRO ONLINE PDR ACCOUNT ,CashPro Online PDR Account,Wire Services,Banking,Treasury Services,per service,20.36,No
14,CASHPRO ONLINE PDR ACCOUNT ,CashPro Online PDR Account,Wire Services,Banking,Treasury Services,per service,20.46,No
14,CASHPRO ONLINE PDR ACCOUNT ,CashPro Online PDR Account,Wire Services,Banking,Treasury Services,per service,24.96,No
14,CASHPRO ONLINE PDR ACCOUNT ,CashPro Online PDR Account,Wire Services,Banking,Treasury Services,per service,25,No
14,CASHPRO ONLINE PDR ACCOUNT ,CashPro Online PDR Account,Wire Services,Banking,Treasury Services,per service,25.29,No
14,CASHPRO ONLINE PDR ACCOUNT ,CashPro Online PDR Account,Wire Services,Banking,Treasury Services,per service,75.3,No
14,CASHPRO ONLINE PDR ITEM,CashPro Online PDR Item,Wire Services,Banking,Treasury Services,per service,0.085,No
14,CASHPRO ONLINE PDR ITEM ,CashPro Online PDR Item,Wire Services,Banking,Treasury Services,per service,0.059861111,No
14,CASHPRO ONLINE PDR ITEM ,CashPro Online PDR Item,Wire Services,Banking,Treasury Services,per service,0.059886914,No
14,CASHPRO ONLINE PDR ITEM ,CashPro Online PDR Item,Wire Services,Banking,Treasury Services,per service,0.059891304,No
14,CASHPRO ONLINE PDR ITEM ,CashPro Online PDR Item,Wire Services,Banking,Treasury Services,per service,0.059909091,No
14,CASHPRO ONLINE PDR ITEM ,CashPro Online PDR Item,Wire Services,Banking,Treasury Services,per service,0.059911111,No
14,CASHPRO ONLINE PDR ITEM ,CashPro Online PDR Item,Wire Services,Banking,Treasury Services,per service,0.06,No
14,CASHPRO ONLINE PDR ITEM ,CashPro Online PDR Item,Wire Services,Banking,Treasury Services,per service,0.085,No
14,CASHPRO ONLINE RESEARCH ITEM ,CashPro Online PDR Item,Wire Services,Banking,Treasury Services,per service,0,No
14,CASHPRO ONLINE SUBSCRIPTION,CashPro Online Subscription,Wire Services,Banking,Treasury Services,per service,100,No
14,CASHPRO ONLINE SUBSCRIPTION ,CashPro Online Subscription,Wire Services,Banking,Treasury Services,per service,100,No
14,CASHPRO REPORT EMAIL SCHEDULED ,CashPro Report Email Scheduled,Account Services,Banking,Treasury Services,per service,0,No
14,CASHPRO REPORTING SUBSCRIPTION,CashPro Reporting Subscription,Wire Services,Banking,Treasury Services,per service,100,No
14,CASHPRO REPORTING SUBSCRIPTION ,CashPro Reporting Subscription,Wire Services,Banking,Treasury Services,per service,100,No
14,CD ROM  ADDITIONAL  ACCT  FEE,CD Rom Maintenance,Account Services,Banking,Treasury Services,per service,30,No
14,CD ROM  MAINTENANCE,CD Rom Maintenance,Account Services,Banking,Treasury Services,per service,30,No
14,cd rom additional acct fee,CD Rom Maintenance,Account Services,Banking,Treasury Services,per service,30,No
14,cd rom maintenance,CD Rom Maintenance,Account Services,Banking,Treasury Services,per service,30,No
14,RECONCILIATION SERVICES ** CD ROM MAINTENANCE,CD Rom Maintenance,Account Services,Banking,Treasury Services,per service,30,No
14,reconciliation services cd rom maintenance,CD Rom Maintenance,Account Services,Banking,Treasury Services,per service,30,No
14,CD ROM  ITEMS,CD Rom Per Item,Account Services,Banking,Treasury Services,per service,0.05,No
14,cd rom items,CD Rom Per Item,Account Services,Banking,Treasury Services,per service,0.05,No
14,151353 CD ROM ARP REPORTS PER CD,CD Rom Report,Image services,Banking,Treasury Services,per service,15,No
14,151353 CD ROM REPORTS & CHECKS PAID PER CD,CD Rom Report,Image services,Banking,Treasury Services,per service,25,No
14,CD ROM  DISC,CD Rom Report,Image services,Banking,Treasury Services,per service,15,No
14,cd rom arp reports per cd,CD Rom Report,Image services,Banking,Treasury Services,per service,15,No
14,cd rom disc,CD Rom Report,Image services,Banking,Treasury Services,per service,15,No
14,cd rom reports & checks paid per cd,CD Rom Report,Image services,Banking,Treasury Services,per service,25,No
14,CENT  RETURNS  ELECTRONIC  FILE,Cent Returns - Electronic File,Account Services,Banking,Treasury Services,per service,17.5,No
14,CEO ALERTS SERVICE EMAIL,CEO Alerts Service Email,ACH,Banking,Treasury Services,per service,0.09,No
14,CEO ARP STMT & RPTS MONTHLY BASE,CEO ARP Statement Monthly Base,Account Reconciliation,Banking,Treasury Services,per service,25,No
14,CEO CONT DISB SUBSCRIPTION BASE,CEO Controlled Disbursement Monthly Base,Account Services,Banking,Treasury Services,per service,30,No
14,CEO CONT DISB SUBSCRIPTION ITEM,CEO Controlled Disbursement Monthly Base,Account Services,Banking,Treasury Services,per service,0.25,No
14,CEO EDI PMT DETAIL SUBSC MO BASE,CEO EDI Payment Detail Subscription Monthly Base,EDI,Banking,Treasury Services,per service,100,No
14,CEO E STMT SUBSCRIPTION ACCOUNT,CEO Electronic Statement Subscription Per Account,Account Services,Banking,Treasury Services,per service,70,No
14,CEO E STMT SUBSCRIPTION ITEM,CEO Electronic Statement Subscription Per Item,Account Services,Banking,Treasury Services,per service,0.1,No
14,CEO IMAGE VIEW < 90 DAYS ITEM,CEO Image View <90 Days,Image services,Banking,Treasury Services,per service,0.35,No
14,CEO IMAGE VIEW 90 DAYS  ITEM,CEO Image View <90 Days,Image services,Banking,Treasury Services,per service,0.35,No
14,ceo image view 90 days item,CEO Image View <90 Days,Image services,Banking,Treasury Services,per service,0.35,No
14,CEO IMAGE VIEW > 90 DAYS ITEM,CEO Image View >90 Days,Image services,Banking,Treasury Services,per service,10,No
14,ceo image view> 90 days item,CEO Image View >90 Days,Image services,Banking,Treasury Services,per service,10,No
14,CEO INTRADAY REPORTING ITEMS RPTD,CEO Intraday Reporting Items Rptd,Account Services,Banking,Treasury Services,per service,0.3,No
14,CEO INTRADAY REPORTING SUBSCRIPTION,CEO Intraday Reporting Subscription,ACH,Banking,Treasury Services,per service,60,No
14,CEO RETN ITEM SUBSCRIPTION PER ACCT,CEO Retn Item Subscription Per Acct,Depository Services,Banking,Treasury Services,per service,15,No
14,CEO RETURN ITEM SERVICE MTHLY BASE,CEO Return Item Service Monthly Base,Account Services,Banking,Treasury Services,per service,0,No
14,CEO SEARCH,CEO Search,Account Services,Banking,Treasury Services,per service,0.35,No
14,POSITIVE PAY EXCEPTION CHECKS RETND,Chargeback - Check,Depository Services,Banking,Treasury Services,per service,4.5,No
14,Check Charge Backs,Chargeback - Check,Depository Services,Banking,Treasury Services,per service,3.6,No
14,CHK RETURNED ITEM OR CHARGEBACK,Chargeback - Check,Depository Services,Banking,Treasury Services,per service,3.1,No
14,CHK RETURNED ITEM OR CHARGEBACK,Chargeback - Check,Depository Services,Banking,Treasury Services,per service,10.25,No
14,159999 ACCOUNT FRAUD PROTECTION CHECK BLOCK,Check Block,Depository Services,Banking,Treasury Services,per service,30,No
14,account fraud protection check block,Check Block,Depository Services,Banking,Treasury Services,per service,30,No
14,CHECK   BLOCK,Check Block,Depository Services,Banking,Treasury Services,per service,25,No
14,check block,Check Block,Depository Services,Banking,Treasury Services,per service,25,No
14,BLOCKED CHECKS,Check Block,Depository Services,Banking,Treasury Services,per service,15.46153846,No
14,CHECK  BLOCK,Check Block,Depository Services,Banking,Treasury Services,per service,12.5,No
14,CHECK  BLOCK,Check Block,Depository Services,Banking,Treasury Services,per service,25,No
14,POSPAY/REVERSE POS PAY CHECK BLOCK,Check Block,Depository Services,Banking,Treasury Services,per service,25,No
14,CHECK CASHED CUSTOMER ,Check Cashing Customer,Disbursement/Payment Services,Banking,Treasury Services,per service,,No
14,CHECK CASHING THRESHOLD MO BASE,Check Cashing Threshold Monthly Base,Account Services,Banking,Treasury Services,per service,2.5,No
14,CHECK CASHING THRESHOLD MO BASE,Check Cashing Threshold Monthly Base,Account Services,Banking,Treasury Services,per service,10,No
14,DEPOSITED CHECK ON CANADIAN BANK,Check Deposit - Canadian Bank - Per Item,Depository Services,Banking,Treasury Services,per service,5.25,No
14,DEPOSITED CHECK CANADIAN,Check Deposit Canadian Bank Per Item,Depository Services,Banking,Treasury Services,per service,3.5,No
14,100212 ENCODED CHECKS DEPOSITED BALT CITY,Check Deposit Encoded - Per Item,Depository Services,Banking,Treasury Services,per service,0.07,No
14,100214 ENCODED CHECKS DEPOSITED BALT OTHER,Check Deposit Encoded - Per Item,Depository Services,Banking,Treasury Services,per service,0.07,No
14,100215 ENCODED CHECKS DEPOSITED BALT RCPC,Check Deposit Encoded - Per Item,Depository Services,Banking,Treasury Services,per service,0.07,No
14,100223 ENCODED CHECKS DEP 3RD IST,Check Deposit Encoded - Per Item,Depository Services,Banking,Treasury Services,per service,0.07,No
14,encoded checks dep 3rd ist,Check Deposit Encoded - Per Item,Depository Services,Banking,Treasury Services,per service,0.07,No
14,encoded checks deposited balt city,Check Deposit Encoded - Per Item,Depository Services,Banking,Treasury Services,per service,0.07,No
14,encoded checks deposited balt other,Check Deposit Encoded - Per Item,Depository Services,Banking,Treasury Services,per service,0.07,No
14,encoded checks deposited balt rcpc,Check Deposit Encoded - Per Item,Depository Services,Banking,Treasury Services,per service,0.07,No
14,100220 ENCODED CHECKS DEP ON US,Check Deposit Encoded Per Item,Depository Services,Banking,Treasury Services,per service,0.07,No
14,100222 ENCODED CHECKS DEP 2ND DI IST.,Check Deposit Encoded Per Item,Depository Services,Banking,Treasury Services,per service,0.07,No
14,100222 ENCODED CHECKS DEP 2ND DI ST.,Check Deposit Encoded Per Item,Depository Services,Banking,Treasury Services,per service,0.07,No
14,100222 ENCODED CHECKS DEP OTH. 5TH DI IST.,Check Deposit Encoded Per Item,Depository Services,Banking,Treasury Services,per service,0.07,No
14,100222 ENCODED CHECKS DEP OTH. 5TH DI ST.,Check Deposit Encoded Per Item,Depository Services,Banking,Treasury Services,per service,0.07,No
14,100223 ENCODED CHECKS DEP 3RD DI IST.,Check Deposit Encoded Per Item,Depository Services,Banking,Treasury Services,per service,0.07,No
14,100223 ENCODED CHECKS DEP 3RD DI ST.,Check Deposit Encoded Per Item,Depository Services,Banking,Treasury Services,per service,0.07,No
14,100223 ENCODED CHECKS DEPOSITED FED GOVT,Check Deposit Encoded Per Item,Depository Services,Banking,Treasury Services,per service,0.07,No
14,10022Z ENCODED CHECKS DEP OTH DI IST.,Check Deposit Encoded Per Item,Depository Services,Banking,Treasury Services,per service,0.07,No
14,10022Z ENCODED CHECKS DEP OTH DI ST.,Check Deposit Encoded Per Item,Depository Services,Banking,Treasury Services,per service,0.07,No
14,encoded checks dep 2nd di ist,Check Deposit Encoded Per Item,Depository Services,Banking,Treasury Services,per service,0.07,No
14,encoded checks dep 2nd di st,Check Deposit Encoded Per Item,Depository Services,Banking,Treasury Services,per service,0.07,No
14,encoded checks dep 2nd dist,Check Deposit Encoded Per Item,Depository Services,Banking,Treasury Services,per service,0.07,No
14,encoded checks dep 3rd di ist,Check Deposit Encoded Per Item,Depository Services,Banking,Treasury Services,per service,0.07,No
14,encoded checks dep 3rd di st,Check Deposit Encoded Per Item,Depository Services,Banking,Treasury Services,per service,0.07,No
14,encoded checks dep 3rd dist,Check Deposit Encoded Per Item,Depository Services,Banking,Treasury Services,per service,0.07,No
14,encoded checks dep on us,Check Deposit Encoded Per Item,Depository Services,Banking,Treasury Services,per service,0.07,No
14,encoded checks dep oth 5th di ist,Check Deposit Encoded Per Item,Depository Services,Banking,Treasury Services,per service,0.07,No
14,encoded checks dep oth 5th di st,Check Deposit Encoded Per Item,Depository Services,Banking,Treasury Services,per service,0.07,No
14,encoded checks dep oth 5th dist,Check Deposit Encoded Per Item,Depository Services,Banking,Treasury Services,per service,0.07,No
14,encoded checks dep oth di ist,Check Deposit Encoded Per Item,Depository Services,Banking,Treasury Services,per service,0.07,No
14,encoded checks dep oth di st,Check Deposit Encoded Per Item,Depository Services,Banking,Treasury Services,per service,0.07,No
14,encoded checks dep oth dist,Check Deposit Encoded Per Item,Depository Services,Banking,Treasury Services,per service,0.07,No
14,encoded checks deposited fed govt,Check Deposit Encoded Per Item,Depository Services,Banking,Treasury Services,per service,0.07,No
14,100222 ENCODED CHECKS DEP 2ND DIST.,Check Deposit Encoded Per Item,Depository Services,Banking,Treasury Services,per service,0.07,No
14,100222 ENCODED CHECKS DEP OTH. 5TH DIST.,Check Deposit Encoded Per Item,Depository Services,Banking,Treasury Services,per service,0.07,No
14,100223 ENCODED CHECKS DEP 3RD DIST.,Check Deposit Encoded Per Item,Depository Services,Banking,Treasury Services,per service,0.07,No
14,10022Z ENCODED CHECKS DEP OTH DIST.,Check Deposit Encoded Per Item,Depository Services,Banking,Treasury Services,per service,0.07,No
14,CHECK DEPOSIT ICL OR RDSO,Check Deposit ICL or RDSO Per Item,Depository Services,Banking,Treasury Services,per service,1,No
14,CHECK DEPOSIT ICL OR RDSO ,Check Deposit ICL or RDSO Per Item,Depository Services,Banking,Treasury Services,per service,,No
14,109999 REMOTE CHECK DEPOSIT PER ITEM,Check Deposit Remote - Per Item,Depository Services,Banking,Treasury Services,per service,0.05,No
14,109999 REMOTE CHECK DEPOSIT MONTHLY MAINT,Check Deposit Remote Maintenance,Account Services,Banking,Treasury Services,per service,125,No
14,109999 REMOTE CHECK DEPOSIT T MONTHLY MAINT,Check Deposit Remote Maintenance,Account Services,Banking,Treasury Services,per service,125,No
14,remote check deposit monthly maint,Check Deposit Remote Maintenance,Account Services,Banking,Treasury Services,per service,125,No
14,remote check deposit t monthly maint,Check Deposit Remote Maintenance,Account Services,Banking,Treasury Services,per service,125,No
14,109999 REMOTE CHECK DEPOSIT PER | TEM,Check Deposit Remote Per Item,Depository Services,Banking,Treasury Services,per service,0.05,No
14,109999 REMOTE CHECK DEPOSIT PER I TEM,Check Deposit Remote Per Item,Depository Services,Banking,Treasury Services,per service,0.05,No
14,remote check deposit per i tem,Check Deposit Remote Per Item,Depository Services,Banking,Treasury Services,per service,0.05,No
14,remote check deposit per item,Check Deposit Remote Per Item,Depository Services,Banking,Treasury Services,per service,0.05,No
14,remote check deposit per tem,Check Deposit Remote Per Item,Depository Services,Banking,Treasury Services,per service,0.05,No
14,109999 REMOTE CHECK DEPOSIT PER ITEM,Check Deposit Remote Per Item,Depository Services,Banking,Treasury Services,per service,0.05,No
14,109999 REMOTE CHECK DEPOSIT PER TEM,Check Deposit Remote Per Item,Depository Services,Banking,Treasury Services,per service,0.05,No
14,109999 REMOTE CHECK DEPOSIT PER TEM,Check Deposit Remote Per Item,Depository Services,Banking,Treasury Services,per service,0. 0.05000,No
14,109999 RCD DEPOSIT TRANSMISSION PER DEPOSI,Check Deposit Remote Transmission,Depository Services,Banking,Treasury Services,per service,0,No
14,109999 RCD DEPOSIT TRANSMISSION PER DEPOSI T,Check Deposit Remote Transmission,Depository Services,Banking,Treasury Services,per service,0,No
14,rcd deposit transmission per deposi,Check Deposit Remote Transmission,Depository Services,Banking,Treasury Services,per service,0,No
14,rcd deposit transmission per deposi t,Check Deposit Remote Transmission,Depository Services,Banking,Treasury Services,per service,0,No
14,rcd deposit transmission per deposit,Check Deposit Remote Transmission,Depository Services,Banking,Treasury Services,per service,0,No
14,109999 RCD DEPOSIT TRANSMISSION PER DEPOSIT,Check Deposit Remote Transmission,Depository Services,Banking,Treasury Services,per service,0,No
14,109999 RCD DEPOSIT TRANSMISSION PER DEPOSIT,Check Deposit Remote Transmission,Depository Services,Banking,Treasury Services,per service,0. .00000,No
14,109999 RCD DEPOSIT TRANSMISSION PER DEPOSIT,Check Deposit Remote Transmission,Depository Services,Banking,Treasury Services,per service,0,No
14,CHECK  DRAWN  ON  CANADIAN   BANK,Check Drawn - Canadian Bank - Per Item,Depository Services,Banking,Treasury Services,per service,4,No
14,Check Filter Monthly Maint,Check Filter Maintenance,Account Services,Banking,Treasury Services,per service,11,No
14,Check Filter Monthly Maint,Check Filter Maintenance,Account Services,Banking,Treasury Services,per service,8.5074,No
14,Check Filter Monthly Maint,Check Filter Maintenance,Account Services,Banking,Treasury Services,per service,10,No
14,CHECK INQUIRY MAINTENANCE,Check Filter Maintenance,Account Services,Banking,Treasury Services,per service,10,No
14,CHECK IMAGES WITH STATEMENT,Check Image Added to Statement,Image services,Banking,Treasury Services,per service,4,No
14,151351 CD ROM TRANS CK PAID I MAGES PER ITEM,Check Image Capture,Image services,Banking,Treasury Services,per service,0.04,No
14,151351 CD ROM TRANS CK PAID I MAGES PER TEM,Check Image Capture,Image services,Banking,Treasury Services,per service,0.04,No
14,151351 CD ROM TRANS CK PAID IMAGES PER I ITEM,Check Image Capture,Image services,Banking,Treasury Services,per service,0.04,No
14,cd rom trans ck paid i mages per item,Check Image Capture,Image services,Banking,Treasury Services,per service,0.04,No
14,cd rom trans ck paid i mages per tem,Check Image Capture,Image services,Banking,Treasury Services,per service,0.04,No
14,cd rom trans ck paid images per i item,Check Image Capture,Image services,Banking,Treasury Services,per service,0.04,No
14,cd rom trans ck paid images per item,Check Image Capture,Image services,Banking,Treasury Services,per service,0.04,No
14,cd rom trans ck paid images per tem,Check Image Capture,Image services,Banking,Treasury Services,per service,0.04,No
14,IMAGE CAPTURE PER ITEM,Check Image Capture,Image services,Banking,Treasury Services,per service,0.035,No
14,Image Check Item On Us,Check Image Capture,Image services,Banking,Treasury Services,per service,0.0782,No
14,Image Check Item On Us,Check Image Capture,Image services,Banking,Treasury Services,per service,0.09,No
14,Image Check Item Transit,Check Image Capture,Image services,Banking,Treasury Services,per service,0.0782,No
14,Image Check Item Transit,Check Image Capture,Image services,Banking,Treasury Services,per service,0.09,No
14,IMAGE DEPOSITED ITEMS RDSO,Check Image Capture,Image services,Banking,Treasury Services,per service,0.06,No
14,REMOTE  DEPOSIT  IMAGE  CAPTURED,Check Image Capture - Remote Deposit,Image services,Banking,Treasury Services,per service,0.12,No
14,remote deposit image captured,Check Image Capture - Remote Deposit,Image services,Banking,Treasury Services,per service,0.12,No
14,Mobile Image Check per Item,Check Image Mobile,Image services,Banking,Treasury Services,per service,0.3476,No
